1.795687209703e+01,1.557629314377e+03,1.191593706587e+00,1.059354827371e+00
2.130828207997e+01,6.280450163972e+00,4.313743212531e+00,6.778639516808e-01
8.074324371999e+00,1.376647756043e+01,5.395858139634e+00,1.714478952167e+00
1.297989473809e+01,4.867831522659e+02,5.925344705414e+00,5.694601436715e-02
1.005608066231e+01,7.591796600994e+01,3.499591180100e+00,1.580624383805e+00
1.329344158925e+01,1.433800118063e+01,5.442599619085e+00,2.059967755583e+00
1.598119686831e+01,3.039828254700e+02,6.559936708474e+00,2.433181994385e+00
8.019752016960e+00,6.636765303417e+02,6.347893371335e+00,1.327831568538e+00
1.751599638426e+01,2.544849467249e+02,4.261188483667e+00,7.035670737033e+00
1.294124117531e+01,4.172896088332e+01,3.111126346494e+00,5.715432363823e-01
8.395674053570e+00,1.255555201909e+02,3.382785747498e+00,2.547223218968e+00
6.860363430464e+00,2.309756725205e+01,3.602556733924e+00,1.492376678329e-01
1.198756859436e+01,7.291323418733e+02,4.774540736589e+00,2.040359233136e+00
1.023257260627e+01,1.060632463207e+02,6.744002871928e+00,2.069532828154e+00
2.192776960677e+00,3.222072153583e+04,4.782083103137e+00,6.672152814421e-01
2.047811722497e+00,4.402685533296e+03,2.947037126100e+00,1.264556773419e-01
4.145903113280e+00,2.770516065890e+03,4.071491526247e+00,2.445743569906e-01
1.095691151562e+01,1.170073393589e+03,3.417679816672e+00,9.907009151410e-01
4.793233261700e+00,5.229747286285e+00,2.265783599310e+00,1.136367872857e+00
9.736545700163e+00,1.402672480984e+02,5.936010308578e+00,1.257387190111e+00
8.856756619274e+00,1.214581912117e+01,3.939775252170e+00,1.415186504172e+00
1.501903035287e+01,4.192575194384e+02,1.274801051641e+00,1.045166065833e+00
4.791445332649e+00,1.252424834363e+02,3.251323101192e+00,9.897005070579e-02
2.085908242474e+01,6.233710785994e+00,3.552740895739e+00,3.017575414439e+00
8.308380519970e+00,4.879694567900e+02,5.567490921978e+00,7.893749591701e-03
6.063481987072e+00,4.088697382669e+02,3.572088730466e+00,1.372758985109e+00
1.354421703258e+01,1.468884772442e+03,1.862023454486e+00,4.631724639929e-01
1.096983511025e+01,2.393897881803e+01,4.033245645128e+00,1.956591777806e+00
1.861754242224e+01,5.638027380419e+02,6.888404730435e+00,2.257384200581e+00
4.570514576859e+00,9.248966030470e+01,3.372720994934e+00,4.577458074220e+00
1.387412330945e+01,4.116978834011e+02,2.052083483869e+00,3.104430834252e-01
8.513211896138e+00,4.214056880511e+02,4.870755495055e+00,1.950916763356e+00
7.710132761672e+00,3.409588551371e+01,6.039861335245e+00,4.128871427675e-01
1.288919579847e+01,5.782924735251e+02,4.283638066044e+00,6.034722384925e-01
1.573580557665e+01,1.165973487372e+03,1.500605512553e+00,2.851169436115e+00
1.063546050098e+01,3.006255767185e+03,1.319362154813e+00,7.855213412138e-01
1.147003240042e+01,2.851684064877e+04,2.188623287779e+00,3.427730472308e+00
1.199123308327e+01,6.536364138827e+01,2.104238449346e+00,7.123520790113e-01
1.130674260081e+01,2.280056124010e+02,3.160067160130e+00,6.046014700617e+00
6.810842838304e+00,1.575831409238e+02,3.539761507599e+00,1.336616607907e+00
7.984423461350e+00,1.820657417580e+03,2.083216136035e+00,3.155527924135e+00
-5.383506863659e+00,2.522405655332e+01,1.059893485132e+00,4.113106062172e+00
1.345555942967e+01,1.195442504101e+01,4.786684084211e+00,1.025707672030e+01
1.014494160802e+01,2.420673773981e+02,4.211545306464e+00,5.450170995556e+00
1.262056290643e+01,2.596616903365e+01,4.677552660522e+00,1.217103322804e+01
9.934918668456e+00,1.048940378344e+02,1.800631172234e+00,1.147329079501e+00
1.467081872908e+01,3.722875692914e+02,6.832770067486e+00,8.658807285080e-01
1.568668733452e+01,1.230183299078e+02,2.725575371591e+00,2.194773999021e+00
3.745363959641e+00,2.946066538441e+02,3.205886326993e+00,5.152366123972e-01
4.864279296217e+00,2.548133800661e+03,4.089131796491e+00,5.754748716061e+00
8.387942911980e+00,1.390123559712e+01,2.566365866910e+00,5.017651182414e-01
9.817659670753e+00,2.491190753166e+00,5.079618884906e+00,2.887830221251e-01
1.453905478298e+01,2.770513914963e+02,6.228573615386e+00,1.775091021348e+00
6.852016651353e+00,1.444440776458e+02,1.674843659419e+00,2.767404931813e+00
4.182583507954e+00,2.509330124241e+02,6.089649456523e+00,1.467703160834e+00
1.620304750952e+01,8.549342648152e+02,2.958484949923e+00,2.064086921185e+00
5.904955056528e+00,3.803032410832e+01,1.553269722197e+00,7.524691104731e-02
1.140644059476e+01,4.096423500033e+02,4.432318390921e+00,3.126417600633e+00
1.063125428410e+01,4.430968096160e+01,1.718981047857e+00,1.512244758318e+00
1.731811725832e+01,6.388394086777e+01,3.593620171345e+00,2.069085283839e-01
8.982294035143e+00,1.628317653625e+02,3.113645179136e+00,3.360127563246e-01
2.138018055020e+01,6.339309960140e+02,2.092270611909e+00,1.436243853032e+00
1.585510669451e+01,4.417782576693e+01,2.230502421904e+00,8.143751364236e-01
1.324659294063e+01,2.881330616122e+02,1.985305355394e+00,2.698904675740e-01
1.361877513302e+01,7.075430315749e+01,4.070332632441e+00,3.797726552455e+00
1.757008895965e+01,4.005548963385e+01,4.413820504235e+00,1.194674838499e+00
-1.145061259564e+00,7.936157939983e-01,2.775290230467e+00,1.360271381082e+00
6.749129865415e+00,1.990115303580e+02,3.738386935234e+00,1.334150380438e+00
2.811010536957e+00,1.378175868590e+02,2.338465912446e+00,9.256282070546e-01
1.698972391325e+01,2.827428376919e+00,4.072516007494e+00,3.759222856830e+00
1.035081893394e+01,6.376012893819e+01,2.770333439420e+00,2.314033198460e+00
1.440034923959e+01,4.890325916796e+02,3.185862538187e+00,1.277251306741e+00
1.387862045761e+01,6.264744367914e+00,5.836551390576e+00,3.957379444746e-01
7.805324604744e+00,2.568965894712e+02,6.834820858764e+00,1.610435308682e+00
1.101794522008e+01,5.286742509604e-01,1.391331326533e+00,4.321556172664e+00
1.184326367751e+01,1.346921952223e+01,1.887196503652e+00,8.939269177047e-01
1.265886673142e+01,5.412206970928e+02,3.600140964514e+00,6.971403606809e-01
9.816422497996e+00,1.115750662058e+04,1.882453492646e+00,4.938960620352e-02
1.445833076995e+01,2.882643677190e+01,1.682717461739e+00,7.624649504360e+00
1.059605579268e+01,2.649977922642e+01,6.762017166154e+00,1.789368863566e-01
1.260434782925e+01,7.949707354221e+01,3.309651149915e+00,9.887536458898e-01
1.036197912362e+01,3.776756834710e+02,1.084202125716e+00,5.033724678657e+00
1.636024920782e+01,2.611361805444e+03,6.282811850691e+00,4.086524958469e+00
1.490600539536e+01,3.042595275517e+02,3.372638095313e+00,1.770229486876e+00
6.839349245129e+00,8.773142959522e+00,3.284759116637e+00,3.487916575052e+00
9.815604848475e+00,2.631836461716e+03,3.991771747425e+00,5.415537011751e+00
1.492153215892e+01,1.186308650599e+02,1.457958885419e+00,1.117384835779e+00
2.051629245074e+01,5.424826736772e+02,4.280372750802e+00,2.228037849852e-01
4.540186669287e+00,1.633879399656e+02,4.404487599584e+00,1.218418010921e+00
1.533147094098e+01,1.073753679967e+02,1.611887990933e+00,8.053083577916e-01
-1.164176384626e-01,1.147951059839e+02,6.105090364116e+00,5.587218750100e+00
1.951938375817e+01,5.730161847921e+02,2.431361279802e+00,2.006086747592e+00
5.979484393831e+00,7.589514145998e+01,2.405346566414e+00,9.381032698312e-01
1.438776163166e+01,2.127704687371e+02,6.776582687577e+00,7.884229372024e-01
1.724598356906e+01,6.002996540146e+01,1.046029545486e+00,4.550986141330e-01
