0, 0.153779, 0.560532
1, 0.865013, 0.276724
2, 0.895919, 0.704462
3, 0.886472, 0.929641
4, 0.469290, 0.350208
5, 0.941637, 0.096535
6, 0.457211, 0.346164
7, 0.970019, 0.114938
8, 0.769819, 0.341565
9, 0.684224, 0.748597
10, 0.677271, 0.897664
11, 0.043649, 0.616689
12, 0.692878, 0.196489
13, 0.391896, 0.599936
14, 0.119059, 0.032083
15, 0.219804, 0.245299
16, 0.746451, 0.608188
17, 0.823423, 0.263857
18, 0.641049, 0.103739
19, 0.533867, 0.703889
20, 0.255029, 0.266040
21, 0.335584, 0.151857
22, 0.268588, 0.163472
23, 0.470713, 0.270997
24, 0.641141, 0.649478
25, 0.773176, 0.777443
26, 0.490684, 0.926498
27, 0.650720, 0.651738
28, 0.765629, 0.920810
29, 0.056433, 0.465309
30, 0.452289, 0.629196
31, 0.903294, 0.664211
32, 0.397669, 0.614451
33, 0.073289, 0.776425
34, 0.374908, 0.070709
35, 0.414215, 0.708180
36, 0.381744, 0.974739
37, 0.444582, 0.097995
38, 0.008398, 0.151426
39, 0.020455, 0.781730
40, 0.536538, 0.586770
41, 0.845530, 0.824713
42, 0.954342, 0.622451
43, 0.541200, 0.945788
44, 0.857221, 0.319488
45, 0.632183, 0.101525
46, 0.327370, 0.111358
47, 0.598156, 0.208077
48, 0.151064, 0.931727
49, 0.539462, 0.730398
50, 0.791737, 0.721237
51, 0.832770, 0.371998
52, 0.165481, 0.240573
53, 0.305375, 0.444984
54, 0.848012, 0.536076
55, 0.829265, 0.458385
56, 0.073748, 0.484929
57, 0.203961, 0.976752
58, 0.275151, 0.470997
59, 0.042726, 0.099034
60, 0.458815, 0.299960
61, 0.429326, 0.687629
62, 0.981959, 0.789730
63, 0.991080, 0.089591
64, 0.753954, 0.699066
65, 0.205869, 0.033506
66, 0.134621, 0.581470
67, 0.772534, 0.974103
68, 0.753300, 0.718662
69, 0.557566, 0.010861
70, 0.540883, 0.614614
71, 0.815156, 0.330510
72, 0.876669, 0.181977
73, 0.489868, 0.212641
74, 0.851455, 0.403053
75, 0.109514, 0.603081
76, 0.975720, 0.924967
77, 0.926916, 0.671216
78, 0.125374, 0.163403
79, 0.307300, 0.784176
80, 0.643180, 0.931417
81, 0.325033, 0.837518
82, 0.167350, 0.649741
83, 0.202103, 0.748678
84, 0.031304, 0.118853
85, 0.564837, 0.217363
86, 0.219855, 0.106357
87, 0.533903, 0.305736
88, 0.510937, 0.315317
89, 0.530728, 0.952414
90, 0.230017, 0.894459
91, 0.167440, 0.164606
92, 0.524838, 0.959237
93, 0.892189, 0.012559
94, 0.085984, 0.126233
95, 0.595587, 0.039374
96, 0.756148, 0.584353
97, 0.224498, 0.136745
98, 0.273870, 0.933032
99, 0.469739, 0.898091
100, 0.220665, 0.714550
101, 0.441490, 0.126967
102, 0.931620, 0.742574
103, 0.443467, 0.343393
104, 0.402848, 0.671664
105, 0.656572, 0.003866
106, 0.974768, 0.926374
107, 0.564233, 0.072033
108, 0.653547, 0.171590
109, 0.909240, 0.603112
110, 0.498741, 0.332273
111, 0.519387, 0.342232
112, 0.894316, 0.767907
113, 0.204912, 0.955475
114, 0.663390, 0.588267
115, 0.001868, 0.394831
116, 0.919500, 0.034744
117, 0.936250, 0.553198
118, 0.602343, 0.573241
119, 0.465946, 0.150412
120, 0.972556, 0.753178
121, 0.664992, 0.515806
122, 0.151896, 0.911665
123, 0.360448, 0.048827
124, 0.635037, 0.059504
125, 0.087900, 0.335202
126, 0.733499, 0.917759
127, 0.772372, 0.249423
128, 0.056198, 0.526188
129, 0.641988, 0.892061
130, 0.870795, 0.454880
131, 0.173761, 0.400485
132, 0.957184, 0.385218
133, 0.354680, 0.106080
134, 0.882324, 0.215967
135, 0.754506, 0.985359
136, 0.921474, 0.216898
137, 0.403504, 0.686582
138, 0.386520, 0.245982
139, 0.215589, 0.396747
140, 0.131623, 0.182384
141, 0.323580, 0.405425
142, 0.972609, 0.645494
143, 0.814369, 0.101011
144, 0.688037, 0.835472
145, 0.773118, 0.793700
146, 0.716866, 0.359919
147, 0.163738, 0.941065
148, 0.471744, 0.600730
149, 0.476981, 0.624281
150, 0.294041, 0.952064
151, 0.342991, 0.644066
152, 0.821664, 0.700772
153, 0.877788, 0.983444
154, 0.743694, 0.257072
155, 0.612328, 0.391135
156, 0.798891, 0.966639
157, 0.298941, 0.304526
158, 0.168771, 0.532518
159, 0.022570, 0.326571
160, 0.683578, 0.899661
161, 0.600734, 0.533222
162, 0.854827, 0.073887
163, 0.811912, 0.808359
164, 0.084779, 0.884276
165, 0.022628, 0.301760
166, 0.686594, 0.589622
167, 0.783122, 0.929305
168, 0.826321, 0.974201
169, 0.392228, 0.178415
170, 0.623692, 0.393637
171, 0.860836, 0.076782
172, 0.475282, 0.069734
173, 0.016312, 0.156009
